Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,0.2949946664899574,1.6344496269049935,2.5032887420386807,2.8385460623391583,5.397002445118563,6.594210005647721,12.366307142944256,11.741650190499211
2,0.3140199482019872,2.566236646770911,3.965611066262292,4.385541618995465,5.82192063181625,10.251653674296257,19.959271620371528,19.543613830541307
3,4.890498915494124,14.520839883170202,13.448363169333026,12.974862585326791,17.68539150125705,20.00339254504621,38.14467431914532,70.44620087871579
4,0.32439691979134616,1.5523770309361233,2.240290492537638,1.6596314480155945,2.2611522099127512,5.202870342729391,20.238480189564235,21.05328061718025
5,0.8071846484180596,1.5780680345446327,2.5133722800071143,3.2171375701176776,4.76055187747179,6.3139048954379895,11.353103431784437,14.246465472382585
6,1.1501205206320113,4.865974877959629,5.7783569763296425,9.890842894663,14.251592360377959,16.558612595283034,47.46269591107756,21.253589773517522
7,1.2479037385078617,4.917149328878447,5.403020892908414,5.139859704293022,9.593651660781244,10.617160362050239,19.241735411957166,16.692200759801423
8,0.8445168256167628,0.8728774147034508,2.5148517099623064,3.5268485210167206,8.037175037422832,8.662328481186647,29.125763447796373,18.145813716449616
9,0.16869131346966126,0.7049791362707866,1.8530832907042203,2.5846924128636584,4.8015099792848694,4.4299481933393015,11.86374847459457,21.21940227289314
10,1.0889089310782185,2.724675851250691,2.1628171574780306,2.9386415983103387,4.61431431163473,8.11533611279625,24.086373961199076,13.767794559292454
11,1.0741440100148203,5.098812135086584,22.25301852747253,7.883395517641649,5.220210041524897,14.121204809797245,31.282400810935112,21.690322317766363
12,0.6992206658332757,4.700623225897866,6.6812614842946125,2.487091325090527,4.8773743708303705,3.653895521130758,11.304972779466969,5.828208786683898
13,1.9889429075459015,5.768758492130825,8.076744994274234,5.321637524405741,8.387211922037128,7.601270564606896,15.480100817639498,7.567647536730008
14,0.5229813329796442,2.8223969877820103,4.447922845924501,4.229230109542871,4.549870923636117,7.063910722529959,23.735934776276086,28.138076117588152
15,0.6834025915813847,2.6002434179789273,6.138101539738925,6.275901660068859,7.084826975944512,8.646764248728426,23.543419644210584,14.087214665291594
16,0.8511612768400837,2.4774512070008385,4.7130796660430025,5.822687601235504,5.212428938826624,11.36782532091449,36.29535046977322,27.79504638041292
17,0.3773371468073757,3.338991490093068,2.880700570453921,5.946621301639648,8.122192037040014,7.657539723780588,27.814535359092208,24.643713447831285
18,3.07181955651113,8.888548334585154,11.921492013951532,10.647724514941553,9.367842271907461,19.765896786418356,26.420912980704603,23.455508318699195
19,0.9402666752821097,3.789302504961855,3.602319680019241,5.694820731409503,4.341489597775716,7.937208194593756,17.736421983447915,20.74708507435847
20,0.2028316780367736,1.8151121777242807,1.368979704549711,4.006066054824828,7.768835667056308,12.322958949093747,24.35107136195908,15.402120494583164
21,0.27203189216394846,2.4245607144307857,4.665360034937606,4.668613680485689,7.58025743225209,5.205566744702734,19.573068686555995,8.589657445620622
22,0.45979877876045994,2.096045129204674,2.633690867851597,4.331830469090284,3.0933529650029343,7.273899480469835,39.025379145325886,22.78458572827215
23,0.7217733542697846,2.2566755879835805,4.292580782059301,7.846145673286799,5.735960094273433,9.049618445338865,30.46703870520744,30.278379421028838
24,0.9097173618176342,6.2887895918191035,5.172742591640988,2.7031285794869064,1.5039766592032218,9.690471448224221,24.321298731378043,15.296510682046666
25,0.18909521815752,4.561092736910689,9.419664367190995,10.206987397977914,2.4673934632720758,2.910429614131408,8.211090141683675,10.192066260697196
26,0.2596021999215475,5.3097011006799955,2.9795762062416244,2.777528053810411,8.289163381063007,5.484233508666855,18.85328464139392,14.034175228247038
27,1.2546570597251596,4.10273208946386,4.637631855575282,4.2151025326870775,6.325170217778983,4.63793289927686,13.955444714430744,7.953886586125349
28,1.0423903038264892,3.9283908972708774,4.57443559817545,5.028178201631352,9.010448071613753,8.6526168797881,15.555677690887112,22.659862535319782
29,1.16444324523873,2.8770033676358673,5.716419419634544,4.760864407614823,7.559530077105153,14.04943157350241,23.11461897287846,22.534370673803036
30,2.454569030159015,4.521448351180351,3.262789754489227,2.2469251090255007,3.75454705858576,5.791932245741596,20.702987232433077,11.552797284782784
31,0.10334354000584996,1.0725294527860336,3.1227181440279024,1.378128385925962,2.6878685327839067,1.3598070135940832,17.23851372750764,10.24699708185299
32,1.1149975098447809,3.7059363568997608,7.953669814030568,5.847913102703433,4.62376117997912,6.928738817760765,34.86319911448692,25.640737183761015
33,0.7998632846730434,3.3089619839451685,3.1817728850541678,2.5998639996133863,1.3703370486523117,4.3239718462355645,10.103188918430915,10.339779770760119
34,0.21524373661497034,1.2533225315254457,2.237962955916779,3.508727769857921,6.475688911643042,10.60176837629258,43.98948677169735,34.03948196037698
35,2.802878052473764,7.318564021717346,14.592828725623146,10.655501556956327,6.167168360260227,10.434322027653486,36.232040565459954,35.39409956014728
36,0.0,1.2334629828971626,2.838665524009133,6.221718898596262,16.071575022957962,10.963048904623495,21.037090880600296,21.32400520899258
37,0.3595604956981563,1.9474070799934113,5.629441048254264,2.815544247749085,4.584771985581418,6.6398551461947255,19.40351886426991,10.410847460077147
38,0.612976015280974,2.1553661081838467,4.425474364685937,2.6565764550884214,3.4753691255022865,5.3921945075883055,20.837834019700434,18.50051739500517
39,2.7986953809007247,14.554354859395737,14.892207258467838,13.57602876339323,8.089147860330243,13.444130833347499,30.958660280126658,28.283367823912943
40,2.098204153051557,6.009156881221943,7.7509629618249205,5.885587155870311,8.147566249493394,11.512653607798097,26.330766243334946,22.37834284355406
