Topic,1976 to 1980,1981 to 1985,1986 to 1990,1991 to 1995,1996 to 2000,2001 to 2005,2006 to 2010,2011 to 2015,2016 to 2020
1,0.04290425654213763,0.027445138988246763,0.3011041628322301,0.7350853295356288,0.4899430844402051,0.37076905970386603,2.438240972036044,13.374993771222632,39.224546230536184
2,0.0535343936701488,0.5806094944536633,0.4404204545200646,1.3974409084162094,1.2988285018876422,1.2858854665658976,2.9872853272159334,16.468137718177918,55.03062721938795
3,0.0622392753856055,0.08519113815796163,0.11356793391069953,0.2298666077590949,1.3806635515321748,1.6730362276614081,4.382670509208159,17.956400116249455,41.148402717407606
4,0.3223452087880313,0.026608114930717297,0.11164685250579515,0.8911432030656147,0.7081777750019171,1.4983479958732486,2.87432074393274,14.500086431625492,38.825833468442376
5,0.041464380566812634,0.011074419254396171,0.037986267922465185,0.13754762421096642,1.4796771832647266,1.8430267577371744,4.4631109227536365,21.042043155995273,49.085608887353374
6,0.27862767557754314,0.030719030093691597,0.23179294511117476,0.3757753861221034,1.8035753963210739,1.6947320939026234,4.541217517399671,23.0591518100405,48.60194073437858
7,0.10008588821624104,0.023328706131100566,0.05845543916137499,0.1770868261730196,1.8056794809915384,0.8290809290949684,3.793217371903608,23.456117446957734,59.57582056040269
8,0.16251763795715712,0.6475925870537563,0.31449612394718257,0.8895679580643058,1.4318217020137325,4.675571294123312,5.991867511951788,20.039000121566573,55.795172667425945
9,0.02741594221834349,0.19450149732644573,0.024619975075441624,0.3169011074035152,0.4552307717324991,0.2979589458708841,2.973150828357702,19.157814782371812,38.31210932884526
10,0.3432873071113171,0.06464477399064786,0.4897189129296468,0.7169387560292914,1.3078617005900306,3.4529065255377813,6.093038313456653,23.06598863137235,64.3207700482523
11,0.18974727257852567,0.03535350042744882,0.16847654482249963,0.6343271253095666,1.1517081550363302,1.695075793576283,2.9198050266096582,16.818944096201385,62.2923631480137
12,0.14031073775729855,0.011436228976046188,0.051827710738227784,1.2044025478953129,1.2970991989224325,1.1436376648235271,4.13615684858449,17.864318443695552,37.369125692737164
13,0.18016345649448065,0.03133135018666854,0.11559854472440095,1.2091622988225585,0.40662309057590823,0.7780347752983127,4.09535160619759,23.10089557494383,42.52504740436116
14,0.4466446863039577,0.07593000138640317,0.13404333135495972,0.5238452622327372,0.9041721185893492,2.3825525850135247,5.257742056457454,27.409011039399008,75.77600583660664
15,0.5996859634622376,0.13565859792536533,0.3989631465666393,2.4278020184461355,1.5885777020586,3.6133796446154816,8.22263761793088,33.10312689110382,65.01536726743583
