Topic,1976 to 1980,1981 to 1985,1986 to 1990,1991 to 1995,1996 to 2000,2001 to 2005,2006 to 2010,2011 to 2015,2016 to 2020
1,0,0,0,0,0,0,1,13,43
2,0,1,1,1,2,0,1,15,56
3,0,0,0,0,1,2,4,13,27
4,1,0,0,2,0,0,4,8,39
5,0,0,0,0,2,3,3,29,66
6,1,0,0,0,2,1,5,23,43
7,0,0,0,0,3,1,4,27,74
8,0,1,1,1,1,4,5,9,28
9,0,0,0,0,0,0,3,23,52
10,0,0,1,0,2,8,9,19,68
11,0,0,0,0,1,0,2,10,42
12,0,0,0,3,3,1,6,30,48
13,0,0,0,1,0,0,5,29,39
14,0,0,0,1,0,2,5,23,82
15,1,0,0,3,1,6,10,48,89
