,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
29,51.0,56.0,90.0,150.0,30.0,162.0,21.0,139.0,66.0,12.0,21.0,118.0,36.0,88.0,37.0,13.0,11.0,154.0,13.0,45.0,154.0,104.0,20.0,206.0,80.0,127.0,31.0,13.0,0.0,12.0,13.0,81.0,54.0,6.0,114.0,46.0,29.0,42.0,294.0,26.0
30,206.0,17.0,66.0,187.0,106.0,51.0,112.0,13.0,64.0,20.0,25.0,30.0,219.0,159.0,28.0,24.0,31.0,41.0,3.0,74.0,23.0,71.0,28.0,325.0,13.0,151.0,10.0,73.0,12.0,0.0,3.0,85.0,71.0,74.0,23.0,57.0,15.0,55.0,98.0,85.0
31,45.0,12.0,39.0,29.0,17.0,65.0,20.0,8.0,11.0,34.0,113.0,46.0,4.0,1.0,2.0,33.0,177.0,114.0,12.0,48.0,10.0,128.0,15.0,109.0,21.0,27.0,377.0,11.0,13.0,3.0,0.0,105.0,488.0,25.0,265.0,73.0,44.0,6.0,6.0,7.0
32,137.0,27.0,97.0,112.0,132.0,119.0,64.0,25.0,32.0,25.0,57.0,79.0,41.0,41.0,22.0,59.0,194.0,254.0,32.0,70.0,26.0,253.0,47.0,344.0,15.0,279.0,126.0,61.0,81.0,85.0,105.0,0.0,186.0,36.0,215.0,169.0,72.0,8.0,47.0,56.0
33,143.0,61.0,99.0,292.0,94.0,266.0,113.0,47.0,93.0,61.0,268.0,92.0,35.0,61.0,36.0,123.0,505.0,211.0,71.0,84.0,41.0,311.0,95.0,137.0,67.0,144.0,470.0,89.0,54.0,71.0,488.0,186.0,0.0,145.0,496.0,261.0,136.0,50.0,80.0,50.0
34,71.0,12.0,52.0,112.0,54.0,73.0,43.0,10.0,29.0,49.0,31.0,39.0,74.0,140.0,60.0,47.0,48.0,33.0,144.0,23.0,21.0,80.0,12.0,234.0,50.0,62.0,71.0,28.0,6.0,74.0,25.0,36.0,145.0,0.0,79.0,262.0,10.0,282.0,101.0,1.0
35,120.0,31.0,100.0,141.0,63.0,307.0,66.0,38.0,67.0,16.0,103.0,115.0,17.0,23.0,11.0,200.0,222.0,274.0,44.0,39.0,26.0,226.0,42.0,330.0,34.0,132.0,248.0,25.0,114.0,23.0,265.0,215.0,496.0,79.0,0.0,184.0,260.0,3.0,43.0,39.0
36,120.0,33.0,69.0,123.0,137.0,109.0,206.0,19.0,58.0,112.0,40.0,68.0,33.0,110.0,30.0,110.0,215.0,156.0,57.0,38.0,36.0,183.0,10.0,271.0,50.0,120.0,105.0,57.0,46.0,57.0,73.0,169.0,261.0,262.0,184.0,0.0,46.0,16.0,101.0,6.0
37,114.0,23.0,36.0,169.0,28.0,204.0,72.0,21.0,100.0,5.0,32.0,43.0,114.0,22.0,15.0,151.0,93.0,224.0,4.0,49.0,17.0,109.0,13.0,269.0,8.0,121.0,38.0,31.0,29.0,15.0,44.0,72.0,136.0,10.0,260.0,46.0,0.0,7.0,25.0,79.0
38,12.0,24.0,39.0,88.0,43.0,11.0,44.0,94.0,153.0,22.0,5.0,6.0,254.0,295.0,122.0,15.0,10.0,4.0,132.0,19.0,32.0,11.0,11.0,23.0,78.0,6.0,12.0,33.0,42.0,55.0,6.0,8.0,50.0,282.0,3.0,16.0,7.0,0.0,261.0,11.0
39,32.0,20.0,47.0,160.0,69.0,116.0,61.0,67.0,234.0,34.0,49.0,85.0,279.0,182.0,109.0,12.0,31.0,36.0,32.0,31.0,161.0,106.0,37.0,149.0,93.0,137.0,12.0,108.0,294.0,98.0,6.0,47.0,80.0,101.0,43.0,101.0,25.0,261.0,0.0,84.0
40,128.0,42.0,19.0,229.0,10.0,83.0,9.0,70.0,17.0,6.0,21.0,134.0,83.0,15.0,32.0,12.0,55.0,90.0,5.0,112.0,4.0,102.0,28.0,226.0,30.0,127.0,4.0,14.0,26.0,85.0,7.0,56.0,50.0,1.0,39.0,6.0,79.0,11.0,84.0,0.0
