Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,0.0,0.0,0.0,0.0,0.0,2.7346741750890255,13.264251967365656,14.138925702410097
2,0.0,0.0,0.0,0.0,0.0,2.4001944968746236,15.773381478296175,7.783572363921566
3,0.0,0.0,0.0,0.0,0.0,2.7490918043474504,19.074058884446824,7.446392035437287
4,0.0,0.0,0.0,0.0,0.0,3.3494713733742243,13.725735369848037,25.260712590343076
5,0.0,0.0,0.0,0.0,0.0,2.2803979773982066,9.527972658762113,3.6120889098961957
6,0.0,0.0,0.0,0.0,0.0,1.8286789039873912,12.820463912504813,14.21779791151985
7,0.0,0.0,0.0,0.0,0.0,1.7114796942157708,17.52421223292077,17.418144147980925
8,0.0,0.0,0.0,0.0,0.0,1.1014068089451565,11.004891741332358,10.489318308453534
9,0.0,0.0,0.0,0.0,0.0,2.0393692975673203,30.650500411998276,18.685600286711345
10,0.0,0.0,0.0,0.0,0.0,0.6125986613823332,7.699621834311584,5.4176701993090965
11,0.0,0.0,0.0,0.0,0.0,2.6534138789927466,16.420321086718882,23.0380831505375
12,0.0,0.0,0.0,0.0,0.0,1.1868460899171487,9.793462385189613,6.144208058952328
13,0.0,0.0,0.0,0.0,0.0,1.8935007451225612,42.47514794803083,35.31057441481262
14,0.0,0.0,0.0,0.0,0.0,1.335117826745352,9.704411563150483,11.448458987827381
15,0.0,0.0,0.0,0.0,0.0,1.0967143991635795,7.933593991296609,8.236348513935402
16,0.0,0.0,0.0,0.0,0.0,1.3770906348263976,8.11506566232528,5.095969117918996
17,0.0,0.0,0.0,0.0,0.0,1.4745974043984649,19.58274651427895,24.36619890680634
18,0.0,0.0,0.0,0.0,0.0,1.0130421347301397,18.27804042457377,31.950890090195486
19,0.0,0.0,0.0,0.0,0.0,1.1875384002739244,3.7178151449169925,2.241206642887531
20,0.0,0.0,0.0,0.0,0.0,1.6101826965964383,7.2194265591669255,4.890434587780184
21,0.0,0.0,0.0,0.0,0.0,3.4053410893188736,20.191571438864784,15.148396453752841
22,0.0,0.0,0.0,0.0,0.0,1.0748809249312934,6.188584680784704,9.997122190828907
23,0.0,0.0,0.0,0.0,0.0,2.693122838209056,11.6351944504031,8.760032529636462
24,0.0,0.0,0.0,0.0,0.0,1.2292728281913465,7.134392312180104,5.907334173937382
25,0.0,0.0,0.0,0.0,0.0,5.814602144477029,35.08774589009301,46.70145740729583
26,0.0,0.0,0.0,0.0,0.0,1.5424913125014734,8.825773685545602,9.482873819880533
27,0.0,0.0,0.0,0.0,0.0,1.4404839248807837,6.45107145641987,4.384481230100797
28,0.0,0.0,0.0,0.0,0.0,10.579939341834264,55.16066582449376,12.602659565332038
29,0.0,0.0,0.0,0.0,0.0,3.094471974099143,16.059932315489686,27.199158729240146
30,0.0,0.0,0.0,0.0,0.0,3.4679170884185595,10.903603601283734,4.9243589451978185
31,0.0,0.0,0.0,0.0,0.0,2.2041035260990913,37.30835507845752,76.56188790645083
32,0.0,0.0,0.0,0.0,0.0,2.376288659051659,23.73892994367515,42.85050044488042
33,0.0,0.0,0.0,0.0,0.0,1.1675964836072645,23.855076197200322,33.66504933251244
34,0.0,0.0,0.0,0.0,0.0,1.7684926217571824,18.715236391536,9.857874847546551
35,0.0,0.0,0.0,0.0,0.0,0.9038040453894437,32.79638448494513,12.807317144310964
36,0.0,0.0,0.0,0.0,0.0,1.8747214916069204,19.481345800721677,23.349548680628526
37,0.0,0.0,0.0,0.0,0.0,2.0798162349095146,15.612929921930855,12.455068745827088
38,0.0,0.0,0.0,0.0,0.0,0.42053201519803524,3.7818692662758813,3.520902441487724
39,0.0,0.0,0.0,0.0,0.0,0.9584926509647793,5.9312982625898165,7.670629444906479
40,0.0,0.0,0.0,0.0,0.0,2.259306087417401,9.250398256614208,6.493084984233147
