Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,0.0,0.0,0.0,0.0,0.059946887052942,3.1305350589463843,5.26365323486849,9.269238526819942
2,0.0,0.0,0.0,0.0,0.15358511230791858,1.939595287134719,0.37629811967740595,2.7644355309827144
3,0.0,0.0,0.0,0.0,0.1873764688509716,1.748986011396451,3.5732915314350375,4.048181441739219
4,0.0,0.0,0.0,0.0,0.4768898392164793,3.7955179634784244,6.82727090739927,11.363413924504178
5,0.0,0.0,0.0,0.0,0.884893296692695,4.030122567575395,2.4882090461847923,3.514239170718629
6,0.0,0.0,0.0,0.0,0.6047498524999826,4.345979658620362,8.815782467182007,8.049536494125372
7,0.0,0.0,0.0,0.0,0.34402873340250417,2.2427843730818218,5.016496867185299,10.278550767682862
8,0.0,0.0,0.0,0.0,0.1033412576713823,1.549629705581001,0.7341392530914598,0.8571521206015055
9,0.0,0.0,0.0,0.0,0.0,3.502374241391353,3.7004360002937338,4.148468836507092
10,0.0,0.0,0.0,0.0,0.0,4.044114640952134,2.472901320439804,2.479125474656323
11,0.0,0.0,0.0,0.0,0.18530489071344286,0.8948106979254432,1.6376644896210588,4.712245961972249
12,0.0,0.0,0.0,0.0,0.0,0.5184994481979956,1.3133800564856994,2.2429118280523275
13,0.0,0.0,0.0,0.0,0.29380339071872286,1.2788268187867577,0.9083445143205497,4.293356006828036
14,0.0,0.0,0.0,0.0,0.0,1.153609183468595,2.1786789215978373,3.9291745333223185
15,0.0,0.0,0.0,0.0,0.5711328282011918,1.370457901816375,0.8503543707303549,1.2819302668064054
16,0.0,0.0,0.0,0.0,0.38020037840268633,0.6836588707226794,6.76936199236976,9.740235379549945
17,0.0,0.0,0.0,0.0,0.7133925980965402,4.552482130816245,6.7183426611712305,10.789548140517308
18,0.0,0.0,0.0,0.0,0.13219895727873096,1.5589767484763644,5.322577598557119,12.147920252091499
19,0.0,0.0,0.0,0.0,0.13785504358301914,2.1504240335142146,3.2624712602065955,3.6271714375768855
20,0.0,0.0,0.0,0.0,0.048526287245798064,0.5465434126625451,1.7041945201990174,2.7187437742045577
21,0.0,0.0,0.0,0.0,0.0,0.19070816596655887,1.9484306418372628,0.788687133740755
22,0.0,0.0,0.0,0.0,0.06275597729789169,2.9276717054122203,4.384510333740686,10.228223430077794
23,0.0,0.0,0.0,0.0,0.31388398029354075,0.6667453317196134,2.202322360406071,2.578587795178381
24,0.0,0.0,0.0,0.0,0.5109979838904282,2.659621631055989,5.728684156314124,14.44030728791439
25,0.0,0.0,0.0,0.0,0.08626867864185135,0.8003677768574629,0.34096963874613884,0.821656437617106
26,0.0,0.0,0.0,0.0,0.2890731204153179,2.8551385323097165,4.060435475624862,10.009960745450416
27,0.0,0.0,0.0,0.0,0.021164247198628618,2.228310792475157,2.642819394825333,5.191273865034971
28,0.0,0.0,0.0,0.0,0.0,0.22739161613132558,1.0728578330006349,2.6910309207167087
29,0.0,0.0,0.0,0.0,0.4668025871048498,0.08125716777194078,1.7983845786090624,2.276997094674599
30,0.0,0.0,0.0,0.0,0.3888641678646728,3.5547316464900494,2.8171979285176647,10.86548417591638
31,0.0,0.0,0.0,0.0,0.0,0.6787814513087939,0.8984545560980447,1.189691252811787
32,0.0,0.0,0.0,0.0,0.2713629219794057,1.6897179741161703,6.310775481906744,9.696911209259348
33,0.0,0.0,0.0,0.0,0.1814056042076266,5.87673825024839,13.052414811382214,20.965041863923698
34,0.0,0.0,0.0,0.0,0.0,2.2227866945882857,2.7101725757360726,4.702360946433944
35,0.0,0.0,0.0,0.0,0.14844029065616293,3.9783974661047647,7.48554115022463,17.37326263022387
36,0.0,0.0,0.0,0.0,0.3281853834076476,3.846084280558626,7.737385270285858,15.043357940891195
37,0.0,0.0,0.0,0.0,0.0,2.7402409887696337,2.9710167018447127,4.886340065789208
38,0.0,0.0,0.0,0.0,0.0,1.3025575901558923,2.186872352552572,0.5165831714731579
39,0.0,0.0,0.0,0.0,0.5332400212975661,1.7604768881430168,1.7856149092426519,1.8314010088235257
40,0.0,0.0,0.0,0.0,0.0,0.6169699882726823,1.3284769961343985,3.6737245613193776
