Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,0.7433815718633541,3.402791897351028,6.08910250048147,4.562419605245276,7.054705479706626,9.021591359418524,24.275206149716396,32.052583410756625
2,0.8009836092064537,3.6451169138053476,3.4884975578524267,4.555630898029409,5.317946757786987,7.100488284363129,19.080608278769137,14.731889899712847
3,1.223612371055028,8.648524269308941,7.514460493066896,4.373806209211475,2.29076024002312,12.627085572823008,27.467508831130118,19.87463998248055
4,0.22229776887634684,3.5677033700312437,4.303634846000178,6.300059872103258,7.806599240325817,8.479373533251099,30.702680538221554,26.423202981958553
5,0.8927871143795723,6.891683149349606,4.113840942868048,3.2411953812626604,2.82422143074876,3.3537667831220093,12.023346815942825,9.639044694102099
6,0.5488791550156482,1.9170922494758424,3.862311770037651,4.897278981465567,6.981834624318483,8.966980071576799,23.823213015591822,19.208737272088854
7,0.4237284814778529,0.6686330992974813,1.8997349283848934,2.121286411699979,4.486495573859361,4.397987247572713,20.513569460013606,20.402950214133696
8,0.2832805323130309,0.7508406448908788,1.0323875176351092,1.585367513609614,1.5625834808682175,4.045156027110322,18.540668176497206,18.80715011859571
9,0.5292977172100073,2.2510649922657535,2.7062248327753005,3.9755977211867797,2.9197577135007933,6.281237434732947,38.15816549729834,22.080272858977334
10,0.0,2.430558300625525,1.7028944485938053,2.95758327489961,8.198303339224879,4.261317767102255,17.604949201469495,13.958931179259963
11,0.35822344096026276,3.8800677481405508,5.183583822846765,4.527752617118372,6.757366188647909,8.398435838341047,26.076397062843437,24.878973324145868
12,0.9949512749324048,4.916794118925185,5.3812556997355285,6.047728745094265,10.674806128678636,8.990582249655779,18.882482067202478,26.544280617124713
13,1.02957639655822,4.623147617839082,5.699387510050681,10.554257125361847,14.533455143542028,16.865450560054462,47.69492396149971,22.21347317813961
14,0.27186038710389215,1.6281194744972536,1.7611626799117102,4.294432235386161,9.48440243733728,12.513298937642453,20.288817444898026,15.364368021767405
15,0.02574281434367009,1.5378212515713596,2.9402637118463284,5.469134110409211,13.86999995244536,9.485978873826493,18.46836983898948,20.269646064661377
16,1.1725013408726879,4.860007806947318,6.255053138204943,7.309521107511408,4.531434366923549,7.357903110062376,22.100650890733768,14.053666594776208
17,1.1055263736967864,4.874010726588515,8.89843872217007,8.280237722704781,6.624322555381696,9.166278759673277,17.753644032424678,17.455147936390876
18,0.9160129678000295,1.438968804266862,2.17739290321695,4.701801270228376,4.292057665840781,8.563694461824488,27.25441836055978,26.37341744081257
19,0.6965678789229295,4.47609630179744,6.090870483115215,2.9402526318073945,4.720208343630494,3.341603784152744,11.184466783627458,4.967393128417611
20,0.3816071664017619,2.373860735474005,6.456251578682819,2.8491993478519317,4.3996853600212305,6.78917682514998,20.7975249281556,11.453013341899211
21,1.5799059261703383,4.680598445911888,7.057291817544703,5.017287255573465,6.449723438699263,15.809670811171252,26.63940065894424,24.306435843553523
22,2.1615155626267226,5.206782610460652,9.06222473555365,5.8646174895978715,7.766088666004633,7.692614744526529,16.089821026414523,7.60809931868675
23,1.1365587908157733,4.0488766566838255,6.260778279106298,3.1584854422209525,6.318050473918429,9.456739939078245,21.41743408758418,17.314684725686657
24,0.6000797731261176,3.88496643099738,4.2326791128218915,6.580334226306239,8.78364720302827,9.154019233007947,12.64955943491213,15.59702850707397
25,3.596041573815505,10.442320261191528,17.32118241599679,12.726637360283743,7.865024401492759,14.592359706810145,39.6942885606783,40.85995839134471
26,0.26459287305957924,2.234466670490167,4.227015564409553,4.568364433205801,8.085296850700745,5.398197753902498,20.87095779740993,8.462968192031546
27,0.9401036409738739,1.1930671974120286,2.5144741225335627,1.5778632689522094,3.203454318311236,4.96292710287035,11.689741237237675,14.334775599837382
28,4.9626694699907326,12.772377492293948,12.483776604541204,11.852512304302328,14.703020533355755,17.46739593790104,33.16992889327301,64.75754306954224
29,0.6671163346016009,2.0725460744521187,6.198210556662877,5.851287346338336,6.3207620686919865,8.341423331737172,20.967188899248008,12.041833988607332
30,1.3222164689707083,3.881370308591589,4.552320573932976,4.8790591780906105,8.487981329779073,10.041541624149199,17.435591174168838,16.6949933385652
31,1.5188017550909614,3.747815831496878,22.40298118039715,8.135209933804221,5.050594452367887,8.160016054897094,36.89673598879529,25.795291363288943
32,0.667746196345217,4.924706662194257,5.000172285380681,6.395976460006936,5.981584275807183,14.033046537282875,29.528637406997902,20.489791226668814
33,0.8965577888209593,2.396214574573637,4.665205057307619,7.398637301164957,5.376637869879773,9.833574508868304,35.778559193328825,29.59672597553788
34,0.42134344460213774,2.3867703955635413,4.042048789605079,4.18247905721885,5.826484534410111,10.222778429869608,20.161478168450937,20.16853270520008
35,0.6601754380659465,1.4435475029912932,1.4568903426361095,3.154907282721917,8.00675994953132,9.179477581364408,24.432325027227126,13.68995397528944
36,0.09442173596856382,0.9238545984296278,1.6593912379506062,2.6302740370712425,4.747503860716562,8.633500064559929,37.15854631998121,30.265658687145137
37,3.1483391991859726,13.16608098633478,14.963443879451377,13.677708462816652,7.830951005032398,14.15302832690593,27.047918593125274,21.615716163593454
38,0.3526728445643904,2.452786570214975,2.6523099717055683,2.3664965201140267,1.2532087311151727,4.476993827740636,10.391731842424079,10.81032354841283
39,0.37638989311234755,0.8870286504870508,4.680123363593181,3.016308014796892,2.1365152711223483,3.4682737029142134,16.545468175822297,11.280613696535218
40,3.2015516136590154,6.406760511866851,5.717673136656526,2.9165199507950756,5.959370290995359,6.373724272844215,25.627822595064895,13.800104533526355
