Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,1.3553730268279367,5.518182579920727,9.839080163366306,11.13503302984378,11.785866632206858,17.730561041422675,41.17600823081096,64.0342039547191
2,1.2458789170844478,4.0144673782468265,7.801750210312604,8.846943478796026,11.892925079393773,10.487474888462044,22.971703998638485,39.68915871824821
3,1.0217753128131821,9.273281128878892,5.355603775213566,7.632349149252593,7.900916968617687,13.374708767781332,38.0176697902226,40.420204921365944
4,0.8200884739001676,3.4659524491963993,8.52782035398639,12.09628989225492,17.013681187454992,19.638957867820068,55.50730429662664,67.87805044542161
5,0.3692747500087951,3.715070661018633,2.3220134636811265,2.8497473095020056,14.09579893243449,13.922646070176217,34.02042259687745,32.55758668476871
6,0.8847840920366741,4.988705792299349,7.084855682069998,7.992738732962334,11.486472409171498,17.750443324815357,37.53367577303884,59.1577823455872
7,0.7832737389112432,2.541399295308286,2.147647045135447,4.7595011109898335,7.402962995600107,8.921821912708761,12.393736482281676,24.214812461819008
8,1.4068502717525568,1.447195516054363,2.511723252472675,3.9819123717224816,4.0688227396416226,15.244585612917557,61.83579062536183,102.44477483905719
9,0.31680451756911476,1.818723188474543,5.29387376032557,9.92225035889526,12.869663039293341,13.337619314401659,44.75897920957401,42.25324782740316
10,0.5566016513364693,1.4828297597303886,3.425706647450107,4.637347201905119,14.388866466374862,20.136382690756474,54.62409520255982,35.99079234466758
11,0.43978926831125204,3.9583744950475728,8.108985396593521,10.110518919888136,12.543891997430036,27.703194827573604,54.46909296224756,59.71181806093065
12,0.5494515184210874,4.1289951313000195,5.693948812367252,8.53503792343171,7.123999148956225,18.17680517677785,26.138005314944394,46.057787856221026
13,1.5349916743797802,2.901834038345508,7.829093903474289,12.480081112301658,22.006586327037727,12.022068799597784,20.723572058926727,19.10864974225253
14,0.30513495225143095,1.4000204735295714,4.129135239914637,7.165229007263102,12.581048537450677,25.90178454733623,51.798142489885535,70.81024270194908
15,0.09595511233660585,2.720337667252034,8.676143817816893,15.6758902592768,24.624310645807594,30.389350425414122,42.94697045515683,62.01332515037304
16,2.24114305907592,4.761738036137518,5.198169211084105,10.489352229662744,9.692591926107117,10.642870099087194,28.40468620262847,33.61069901263795
17,1.925966983141605,5.914744532547255,8.48435190375858,9.581234651494205,11.631384220753068,7.717963505097727,21.193563232143198,30.302345262281506
18,0.7816233133927291,2.7098769305589996,3.9035886339734183,9.524870717104468,15.304592327836607,16.32519151823983,49.477968698986295,58.28213108621488
19,15.509557959566418,20.053731315975547,26.12197401527912,9.616622000922705,7.656702955083446,15.911739598058343,39.41939494386185,43.16509689868872
20,2.1600073990596163,9.503112651779883,11.143523579014799,9.457492972484603,10.164097086801515,28.481776196796268,60.85116654168715,82.95088267882402
21,0.6142843112585225,3.4053617505171543,8.447041515303383,10.372695054102833,15.744162460819739,20.40409726113563,39.579638978839654,63.823668630972
22,1.7155412144147637,6.394218855597598,13.739455604892994,13.675806864153273,11.432558930069696,10.757249021467452,15.427681459919176,23.096512899476597
23,1.0614696518856934,4.916961090617052,7.308183223423272,11.424955163616694,12.141977698595683,9.150362867232097,28.087458713964807,47.27857423566906
24,1.3823051734423852,7.484563681928772,16.52247362988885,13.376389407930263,12.030318318738468,16.57091218225012,27.98527412123501,39.324891992245774
25,1.3652782646723636,8.065121275931862,6.985860979529375,7.738142954347821,8.960569635011291,8.860577438346061,20.763271894161814,35.43832990610016
26,1.0236296736826564,4.478080078771822,4.553868114484605,6.9867050933406025,7.581448483348265,10.696875194669577,22.85178417598223,22.232835847332698
27,0.6742986962679358,3.2450933227458747,2.8804328542904387,5.3104473002899395,6.023794016021943,5.902636155121582,12.855696248928448,18.819787969821174
28,2.7303014283169404,10.113451958005932,14.643183886920397,17.409063756845654,21.10023599530115,26.541840044482075,46.6666095206531,100.3216910629863
29,0.4827058679570112,3.108956140244858,6.3840761865277935,10.56613758109321,9.721883738497318,15.057642452086164,25.52857779768792,33.12765670945902
30,1.3286897598552472,11.835897283892825,17.02618983866603,9.715411391063245,11.699489693620878,11.991689737386585,24.273154865884344,26.28476814098823
31,0.23780318235862197,1.978806514519964,4.542982499986733,4.904185975970895,5.339881763431724,3.3837702720384506,9.103834146330705,9.405052132051555
32,0.10513325901364912,0.6842969778554632,3.1716638521446923,6.448823376692722,9.252541580272304,2.753311802203414,4.992578428973905,5.989733540372588
33,0.6804606697061465,3.9937649707173652,5.039919768421726,7.852817670997243,10.803217863470916,13.708303456112539,36.59240274864395,50.62381267754825
34,0.6539763991138083,2.4034766907060052,5.716846193121103,8.43865976297388,15.106433306188901,19.801251334647382,42.00577583542545,57.26232129923118
35,0.5849194897376111,2.42479016370733,3.3517824015165556,9.290560788884715,14.490569354921057,16.704688620273192,27.449642996542764,29.84190323953393
36,0.5166566306619924,2.4693129828132823,3.1334471201520535,4.45920192018345,11.23320154349226,25.762522571501094,72.16047466824627,98.71595663199732
37,1.8121903894848284,7.987017981629624,10.144243761276448,11.215555463598898,12.054981468786668,16.95320582930568,17.837356524603464,22.05188798228905
38,4.1076411696146495,11.481850571804696,10.416383180724097,6.0902792310524525,4.084493580786869,14.141227276031458,39.180486440774565,59.9238962998481
39,1.2146475221961406,5.464754050911055,2.898588697618104,3.128878072896632,3.6098401006549636,9.98238779015602,43.095463167916314,58.3009058838711
40,2.23905900091882,13.971236857665836,17.616751608153475,15.258196287979723,15.434203967740427,33.745372367059424,50.02042470353707,57.13703580062325
