Topic,1980 to 1984,1985 to 1989,1990 to 1994,1995 to 1999,2000 to 2004,2005 to 2009,2010 to 2014,2015 to 2019
1,0.0,0.0,0.6375111735275436,9.604046702912669,15.900303254749936,16.511672047682247,18.589956057481242,17.18667718335057
2,0.0,0.0,0.33911851068692767,14.592398701584989,16.17558444602723,15.519969005855552,10.74487004201312,6.188394685675091
3,0.0,0.0,2.0129050306470577,6.430791028845921,11.860812126824774,12.684975210495738,18.668753979960595,6.666983278363318
4,0.0,0.0,1.2536223740846821,16.020874376534447,23.127300938406446,20.907491368377414,37.00769343311873,27.42115519234837
5,0.0,0.0,0.7090852059414742,10.28065232224174,8.926968849012272,7.695341971408686,6.264258344073346,4.493770167350872
6,0.0,0.0,1.0815239132989896,20.228529995147586,26.176113856250684,32.75424819104418,37.696898464405194,31.92866917395798
7,0.0,0.0,0.762779682908759,10.313810283100647,15.241720214281534,19.990121277370378,20.15213273913162,16.396678362559122
8,0.0,0.0,0.04431259986326898,2.998391287909632,7.5811882476867085,8.98039552456187,21.273225995541253,7.704312490153245
9,0.0,0.0,0.587907360867591,11.935616943058655,23.16170966634311,29.062646072715356,44.69626670457842,15.01070783754436
10,0.0,0.0,2.267147131048673,9.314294591689514,14.554110767070016,17.778015777131394,21.86977385898711,21.058587366821502
11,0.0,0.0,1.0866521704822412,18.30331610894809,41.33688836113321,45.41398315593376,50.55958181375643,24.578225357294077
12,0.0,0.0,0.20653439824755798,7.8110979176275865,9.901943396996002,10.082125017694645,12.758668430292712,8.831861138320381
13,0.0,0.0,0.8622073752025536,27.655095649968406,35.38152989126168,44.77910665147778,37.56006537260734,30.011752512013384
14,0.0,0.0,0.7206922025008606,15.383028154469617,24.470584108253014,31.40522883563749,40.56545504866209,38.87162834654866
15,0.0,0.0,3.943219224315844,21.004209855814544,25.58637884422172,30.111252673951135,27.643172872534873,20.045883978278546
16,0.0,0.0,1.32369864133771,10.762590119209364,17.212277563967223,16.465165302571563,15.83815336670524,5.645936278764944
17,0.0,0.0,1.317522411337734,12.14025227707037,16.83080159358998,22.297114682936357,31.93521339324838,22.9954320201236
18,0.0,0.0,0.3547507282991387,13.280090096582569,24.240017815657044,30.924975631052305,51.65449772534706,37.00696838709094
19,0.0,0.0,3.0947489733529183,28.57799134809923,44.3771589452889,26.613887149828006,24.635337339659138,6.814345053925903
20,0.0,0.0,0.9010754207396648,14.30350996230942,14.812298275298307,15.703894151555563,18.261113530620857,8.155976749324967
21,0.0,0.0,0.6102060502692805,10.768063491925707,22.85392314327065,10.617510200101483,22.547813161337594,12.93380408897842
22,0.0,0.0,0.48504354402155214,13.164081683917628,17.54143225729107,12.526191410880623,14.764146066665427,5.020448993182702
23,0.0,0.0,1.1476762611957367,14.164416927833631,17.819233639780244,12.348104735041941,18.829722082551527,17.436677206595792
24,0.0,0.0,0.22329269547546676,12.671276101031022,20.2169739351874,18.997356674896583,16.743938382592052,10.817985297364055
25,0.0,0.0,2.0494576110224334,27.957777386253284,47.093989575104594,111.5864793596353,138.0380966493938,90.28769814526856
26,0.0,0.0,0.18361758087524127,12.195773253139055,14.131959724490104,20.051311321820094,14.911809246624207,7.241427771013245
27,0.0,0.0,0.7091731298896635,6.2406466570696,11.02414650261209,17.536548007950767,18.41641888567533,15.19510718861742
28,0.0,0.0,0.3404977042009184,14.494229744477948,20.68210904984312,15.869846559357157,21.322440051976074,10.924494985760274
29,0.0,0.0,1.379815568385607,17.089034245723784,25.677987378068757,33.17664493765825,26.885149413392444,24.941674312246192
30,0.0,0.0,0.3890437084001902,10.144646185224053,11.336939824453818,10.351798631015965,7.926267045014343,3.4746627936353054
31,0.0,0.0,1.540996419434238,16.274304968015652,40.142381586278816,50.64249702648042,49.446761505636985,13.096009991633586
32,0.0,0.0,2.8264756179539154,26.64133828356142,41.10498437278624,39.22380601945033,46.93033128607704,20.459982574642044
33,0.0,0.0,0.7938846851022503,12.932733060352835,21.87955358316285,28.0373992122526,32.88040853492825,30.70245212109905
34,0.0,0.0,0.7448046976119973,8.601421124472367,9.622975021313714,13.796584388596138,18.83838093905892,20.58761959040225
35,0.0,0.0,0.6728072346781598,14.312424138602331,22.761425765063514,22.655582463180234,27.46751383971399,12.044315876547419
36,0.0,0.0,0.9275400488687496,11.059778170733074,28.269294041051783,43.995006499489556,68.67893855670253,43.31870616106494
37,0.0,0.0,0.7329076128749697,9.854104296771746,12.851782251149471,26.889665574625255,14.253862534510716,7.4791207092023715
38,0.0,0.0,0.6279424468730483,9.990209415507397,10.322938896387647,11.295984572799755,12.667003769351126,7.018675502091861
39,0.0,0.0,1.5795175182276908,4.17637457284255,4.970444866485301,6.958954897756721,8.052974960281562,4.6193007154617325
40,0.0,0.0,1.5136403259646447,18.447292081047905,19.170319185339455,15.625068116714779,15.214215506067724,6.7415319525822435
