Number of Topics,Mallet
5,0.5032164539797286
10,0.5209880557724635
15,0.5498848559727486
20,0.5559244465603194
25,0.5538724870706183
30,0.5575789169826908
35,0.5541000520017318
40,0.554179058367976
45,0.5478341141407761
50,0.5465756193842491
55,0.5476532760009992
60,0.5461499061153058
65,0.5344305466700964
70,0.5307069639108262
75,0.5208532513709376
80,0.5162958510365996
85,0.5195113372447091
90,0.5173069765754611
95,0.5110013417420195
100,0.5032492298548669
