seed,t40a5o0i1000,t40a5o100i1000,t40a5o200i1000,t40a10o0i1000,t40a10o100i1000,t40a10o200i1000,t40a25o0i1000,t40a25o100i1000,t40a25o200i1000,t40a50o0i1000,t40a50o100i1000,t40a50o200i1000
511126767,0.5723485598197392,0.5843810535336107,0.5861656188715678,0.576349330159316,0.5757242775980259,0.5795771868755575,0.5682545365335047,0.575385302121638,0.5807448918220609,0.5615690163850249,0.5608376460114272,0.5591371270897408
511349445,0.5764087777918071,0.5793281085905954,0.5794133736565682,0.5725465319908427,0.5678533091587632,0.5714210338442618,0.5686060969653538,0.573969521029623,0.5764220649572659,0.5568329526775384,0.5807834598453354,0.5746995751022159
511573564,0.5699833804678729,0.5720223102602862,0.5772082814652126,0.5806782208393522,0.5834775484097287,0.580272452208729,0.5800687465562961,0.5824211242236298,0.5840139142021441,0.5656951271645344,0.5801539180724573,0.5707325929667688
511794450,0.5768749277614404,0.5759539138569976,0.5748817073185842,0.5740651390823466,0.5709431810607863,0.5802109206029851,0.5626320507688837,0.573356803366304,0.5742532888140136,0.5617641057350182,0.585642115108934,0.5738654692951005
512012740,0.5777179064939235,0.5761426899483123,0.5773921038738704,0.5795385792864762,0.5813999064193675,0.5836558005986549,0.5687501595892979,0.57579849202984,0.5797486540913894,0.5562617469537029,0.5674037371711946,0.5679157205935461
512234474,0.5763427336861675,0.585218988852102,0.579669519528415,0.5707440773666665,0.5760876050973429,0.575504133377383,0.5620242193795855,0.5737541330442927,0.5744422618571348,0.574576379545419,0.5821362166439634,0.5805228921092886
512454118,0.5653911690545879,0.5698287061080353,0.5759518995600679,0.5811929085611256,0.5793752061434245,0.5875067356036929,0.5625397577822037,0.5776512448164907,0.564678184922766,0.57016032176384,0.5840544242457383,0.5831191495895081
512674049,0.5682680713371162,0.5705072633485779,0.5699373671685163,0.5719851186663305,0.5748797624256172,0.5772057578760276,0.5684986655945086,0.5698105678564995,0.5696755303894745,0.5609068907097621,0.5730965658558448,0.5661921187157426
512895369,0.5748612035585576,0.5772148399376058,0.5747659656052464,0.5780356366279811,0.5725447152624372,0.5757286426763495,0.5719313640024942,0.5734674440983433,0.5711347773661808,0.5665054786305832,0.5848473790026955,0.581108231531168
513115881,0.5745255662466227,0.573065750062195,0.5729345992617068,0.5770280888908539,0.5848271630630778,0.5811043509374747,0.5700103195976698,0.5921718395441858,0.591928507699793,0.5757644415241835,0.5758902094246856,0.5796229578187317
