Number of Topics,Gensim,Mallet,Sklearn
5,0.45285206816706125,0.4214305189657684,0.4441848317167249
10,0.49175213862605044,0.5108132470837548,0.4798019515836821
15,0.5114202966770234,0.5353551373125225,0.5066042028616455
20,0.5199833091993751,0.5516267002224617,0.5047451637769541
25,0.5153539172992163,0.5541028537322439,0.5187076607075265
30,0.492041913830186,0.555131349937075,0.5182361796241631
35,0.5228601529747342,0.5652631430284382,0.4724814728451274
40,0.5359088269919019,0.5596245909121544,0.4919441070166809
45,0.5083624982846712,0.5592411229890356,0.47242753672433674
50,0.49584817601625386,0.565506441214292,0.45852394864126395
55,0.4996931421532818,0.5577321689834317,0.4970215811644086
60,0.5012622481240661,0.5524400908070847,0.47889520954796505
65,0.49235758413646685,0.5658664884349363,0.4841333344993013
70,0.45426689550140215,0.5569696721723371,0.5051976054181216
75,0.4729210096993931,0.547089854663268,0.49326376464756144
80,0.4744587417363668,0.5482586018481086,0.49785820391322455
85,0.4762459400489139,0.5511480501370236,0.4934443459547944
90,0.48840262323396255,0.5454238011958515,0.4926317142032376
95,0.46584814950465725,0.5437666410536219,0.49500591236424873
100,0.46789689707011795,0.5475257195796307,0.4917591703960391
