Number of Topics,Mallet
5,39.06448984146118
10,40.53593158721924
15,42.17149472236633
20,41.30466938018799
25,43.04882073402405
30,42.50121545791626
35,43.52117848396301
40,43.33361315727234
45,42.82722592353821
50,44.8466420173645
55,44.201091289520264
60,46.94384050369263
65,45.726004123687744
70,49.97818970680237
75,50.4964280128479
80,45.845208406448364
85,50.8721764087677
90,49.74799394607544
95,50.695210456848145
100,51.13462424278259
