Number of Topics,Mallet
5,43.067415714263916
10,46.77928280830383
15,41.291818618774414
20,47.14216470718384
25,50.701621294021606
30,49.97306418418884
35,48.21036648750305
40,50.77350378036499
45,50.031546115875244
50,50.985416889190674
55,49.55804514884949
60,50.91635751724243
65,49.416956186294556
70,51.55316638946533
75,51.82638502120972
80,51.94829273223877
85,51.76942682266235
90,53.222336530685425
95,49.16031789779663
100,53.33946871757507
