Number of Topics,Mallet
5,39.217063903808594
10,41.436132192611694
15,40.97170686721802
20,41.701836347579956
25,41.032599687576294
30,43.298880100250244
35,43.3067409992218
40,42.327834129333496
45,44.740554332733154
50,43.045952558517456
55,44.72844862937927
60,47.68949842453003
65,47.25492477416992
70,50.361931562423706
75,45.92461013793945
80,47.438199520111084
85,49.83767557144165
90,48.093056440353394
95,50.25718331336975
100,50.572267055511475
