Number of Topics,Mallet
5,43.3172070980072
10,45.14214086532593
15,43.43980860710144
20,48.84864592552185
25,48.73620390892029
30,42.34275150299072
35,48.839200496673584
40,51.10600304603577
45,50.59150552749634
50,50.77351689338684
55,51.39668297767639
60,49.45166802406311
65,51.71936392784119
70,50.41803216934204
75,52.01418948173523
80,52.22927498817444
85,52.8263897895813
90,53.0278377532959
95,53.12218928337097
100,53.67228150367737
