Number of Topics,Mallet
5,0.41996058994769375
10,0.47296577419815433
15,0.4687290627111474
20,0.47899485032518296
25,0.47335799601450107
30,0.4548216173415263
35,0.4704751377782186
40,0.45531701957119114
45,0.46421959804467
50,0.4581079511935448
55,0.45463075732217445
60,0.44383013332574944
65,0.4537294843341576
70,0.44022084687788077
75,0.4375339738311092
80,0.44511689906299184
85,0.4267811310676297
90,0.44685559293245547
95,0.4150194359778323
100,0.41774805866413794
