Number of Topics,Gensim,Mallet,Sklearn
5,0.4805374684227231,0.4342465122135266,0.4678531209056301
10,0.4882984744540348,0.5214289302187771,0.47904906412453296
15,0.5223769715731498,0.5238484399864579,0.48547784372540753
20,0.5339528330155553,0.5632556712842565,0.521254397209826
25,0.5129922031637001,0.551186788080915,0.5049814302131994
30,0.5006275000068141,0.5653361466445348,0.5190282750936288
35,0.5227565863970713,0.5648126308008099,0.510099909735352
40,0.4982740495749497,0.5568064660756992,0.4799678197160662
45,0.5202119438897477,0.5607189790739183,0.48020958873028924
50,0.48626755907140584,0.573115326202225,0.4950106607974838
55,0.48243325944371607,0.5636550774865335,0.49015471676015393
60,0.4904656461150756,0.5596817509635442,0.4891480800257667
65,0.4742550268855082,0.5622679463137955,0.49503095303258576
70,0.4937578007043112,0.5524731431783941,0.47648204407949096
75,0.4914850054791614,0.558039108395863,0.48797267495793734
80,0.4770185313151007,0.5535450185742304,0.48549807222150354
85,0.4860503333593774,0.5487745011275522,0.48123575435996163
90,0.47040608534979966,0.5459556324088458,0.4925684749444145
95,0.4692809388971327,0.5449715324729889,0.4881788207326215
100,0.4561717935576955,0.554208409273615,0.4997410010676714
