Number of Topics,Mallet
5,0.4933868045030458
10,0.5374300572601978
15,0.5559864322616591
20,0.5587699148137423
25,0.5682247970741794
30,0.5598781437250153
35,0.5722138125644746
40,0.5524744246141112
45,0.5527822124994327
50,0.5464944105233621
55,0.5424487323921768
60,0.542386477824601
65,0.5498115179557647
70,0.5321535395087561
75,0.5223985799973156
80,0.512088342255522
85,0.5193711046533226
90,0.5118395603790197
95,0.49951856031411135
100,0.5104972983466012
