Number of Topics,Gensim,Mallet,Sklearn
5,177.46098279953003,85.63257908821106,53.450711250305176
10,172.61852765083313,86.68716263771057,76.36621928215027
15,175.13720846176147,97.2398533821106,111.32514786720276
20,176.64514803886414,97.23298001289368,133.73038935661316
25,179.6544065475464,98.71608209609985,157.53522372245789
30,182.5118613243103,121.91499400138855,183.44853925704956
35,184.48259019851685,106.52551555633545,213.38761830329895
40,189.44693231582642,125.57409811019897,238.72643065452576
45,194.70219469070435,106.33599781990051,259.37480640411377
50,199.12721848487854,106.47273111343384,284.90897941589355
55,202.91903710365295,111.18483018875122,310.19128942489624
60,204.650639295578,127.25682544708252,343.797874212265
65,212.9963710308075,115.68650531768799,370.51913690567017
70,210.4625084400177,128.75583744049072,391.9134428501129
75,215.17113995552063,118.56944799423218,444.84843850135803
80,230.91189813613892,119.6628098487854,460.8774616718292
85,237.3000943660736,119.02071690559387,509.3581564426422
90,245.56389355659485,121.47421455383301,530.6397130489349
95,267.30203318595886,121.04956603050232,569.4700090885162
100,332.76975536346436,121.79472875595093,606.1377029418945
