Number of Topics,Mallet
5,0.4073319876600999
10,0.4594274220588243
15,0.47551286260787407
20,0.481903717694533
25,0.4504855005077913
30,0.47125364613007636
35,0.4497085141182939
40,0.4673607611283462
45,0.4589471657299627
50,0.455533034775425
55,0.45044315760585246
60,0.4558913829156105
65,0.4639060186510545
70,0.44960974018740707
75,0.4409166145941745
80,0.431550958647251
85,0.4329316425765051
90,0.4231380601938759
95,0.4225857146381378
100,0.4258900584143283
