Number of Topics,Mallet
5,40.323745250701904
10,39.876407623291016
15,40.20856833457947
20,42.64898109436035
25,41.68110108375549
30,43.777949810028076
35,43.57947325706482
40,42.958492279052734
45,46.17257738113403
50,43.783851146698
55,44.990429639816284
60,47.906615018844604
65,44.74317288398743
70,49.483681440353394
75,50.37916588783264
80,49.008476972579956
85,49.86577248573303
90,60.0369234085083
95,50.94865584373474
100,50.846399545669556
