Number of Topics,Gensim,Mallet,Sklearn
5,0.44529796634557994,0.4541631370693226,0.4545620022291649
10,0.480641349643967,0.5197673947554237,0.4791825065302757
15,0.4830652838326427,0.5250728699338902,0.5317408308226226
20,0.5132366027814232,0.540373822995999,0.5096024108933713
25,0.5010707680799422,0.5566462268931965,0.5334085178742849
30,0.527230149393899,0.5632191894742296,0.510090043798039
35,0.4898875479421039,0.5661684809117817,0.5040892242977846
40,0.5192746050110351,0.5682552487904331,0.4890757112557667
45,0.5165535703252794,0.5644097494337262,0.478847355076192
50,0.5000227038617969,0.5625584973259733,0.5073684812519537
55,0.5037139153375995,0.5665447804821361,0.463461137233052
60,0.4743665310545465,0.5613599828816017,0.4762561953744154
65,0.46104665430802444,0.5510758137951465,0.49356242140905654
70,0.48544065283541926,0.5566850559196462,0.47116878628676334
75,0.48325324084841564,0.5582305467726277,0.4781288258435564
80,0.4924911740277458,0.5431494717889733,0.49266160099812223
85,0.4790182006002144,0.5537241194628717,0.48049949609640213
90,0.4583260212082184,0.5595599669051119,0.4879952317203885
95,0.46693622694855136,0.5480031422787952,0.4915850306935928
100,0.462553061092246,0.551187728813807,0.4986603966635856
