Number of Topics,Mallet
5,0.3886221504807351
10,0.4646789272588977
15,0.47368322916780925
20,0.4712347438852488
25,0.47461572051565704
30,0.44980429767917995
35,0.46565554101038475
40,0.4550092269936178
45,0.46822449360984597
50,0.46159462297237697
55,0.4543314190860281
60,0.4429427814593257
65,0.4504608696281546
70,0.43935907669720625
75,0.43695082968693394
80,0.4171854492915633
85,0.42391705087993947
90,0.42229163388621693
95,0.4229622148352401
100,0.42707189933888484
