Number of Topics,Mallet
5,0.46694334911869007
10,0.5318703811870007
15,0.533115232755422
20,0.5625987371531285
25,0.5642243858933339
30,0.5647204992614008
35,0.5600266127270667
40,0.5698728432135155
45,0.5430071028530573
50,0.5344437683682611
55,0.5449767160593094
60,0.5419490807410091
65,0.5401255314162777
70,0.5375645941766465
75,0.5220173941444384
80,0.5189408550821281
85,0.5106084841042479
90,0.5104303220061566
95,0.5103659943051109
100,0.5023902344751824
