Number of Topics,Gensim,Mallet,Sklearn
5,0.4363446893884614,0.4690000866384077,0.4688650484656446
10,0.49256280409634917,0.5119585915713015,0.47818267805838754
15,0.523353730194148,0.5166137174477043,0.5084134443226099
20,0.5033438679707084,0.5540072024997654,0.49771044130785497
25,0.4868937516137767,0.5611311589078588,0.530843376331796
30,0.5221992858130173,0.5719551030276169,0.509495787385523
35,0.49023925982191435,0.5651108431430345,0.4930999663557732
40,0.4967953464725749,0.565816864966916,0.48803999643853935
45,0.5036496625126812,0.569279263904161,0.5006493462230452
50,0.5014719366066637,0.5662052321493461,0.4957761771007136
55,0.47159070148527166,0.5656398378976878,0.4723037069655736
60,0.5012255401441377,0.5630852641568668,0.4770250364590582
65,0.4816267111183196,0.5535644511261556,0.48531859030563446
70,0.47348846439107095,0.5593394739276579,0.4645939422263783
75,0.48160331630760356,0.5494786331759972,0.4755024443790659
80,0.4755596133408092,0.5536447479228837,0.4834047218890364
85,0.474252777435966,0.5409722115907267,0.4974846769182793
90,0.4675765761070103,0.5553111128525348,0.47589114390159953
95,0.47944346500033264,0.554608705167504,0.4746436258896399
100,0.47590002171184476,0.5437468912668098,0.4958110272339121
