Number of Topics,Gensim,Mallet,Sklearn
5,0.465772674117487,0.4405417713016405,0.4399333905552389
10,0.49619693277651866,0.5015868488230999,0.4729614389479034
15,0.48596535223841836,0.5223822000759825,0.486198157884236
20,0.4870303648835324,0.5426372337256302,0.4957091764122272
25,0.5187449763409793,0.5628063670640963,0.4830415834590267
30,0.5092161704530853,0.5517604052760067,0.4818499797404904
35,0.4976570971707667,0.5668091404781703,0.49171320193527085
40,0.4909187814743564,0.5657644913672323,0.4794562032741503
45,0.48993906245995245,0.5660652005993766,0.47248346830317206
50,0.4858486211485705,0.5618728509018476,0.46559478207156824
55,0.4855850217810924,0.5638835577149753,0.4763817889536165
60,0.4910223435505134,0.5521434326656359,0.4572146372139857
65,0.4926483692104642,0.5574779345329859,0.4779059551861777
70,0.4716966532322098,0.5487582091758318,0.4747344822676857
75,0.47391699951509425,0.5539875242784517,0.4869033783324085
80,0.473539108310875,0.5469651353982498,0.4936017258125638
85,0.4708333158346159,0.5516347193003088,0.4751179156213873
90,0.48383128727060715,0.54690627813195,0.4981059772655753
95,0.46200195946910166,0.5413582332551314,0.47262991674056415
100,0.4700135999188349,0.5529353119542447,0.4936717758406093
