Number of Topics,Mallet
5,41.98991560935974
10,43.63758826255798
15,46.71311092376709
20,47.60109901428223
25,49.34125757217407
30,47.77502202987671
35,46.044376611709595
40,51.90139722824097
45,50.99265813827515
50,50.60994362831116
55,48.02122163772583
60,51.58646774291992
65,50.748445987701416
70,51.41808032989502
75,51.824658155441284
80,50.585577964782715
85,47.26516151428223
90,52.285216093063354
95,53.194772481918335
100,53.722161531448364
