Number of Topics,Mallet
5,0.478220090680075
10,0.5310468453549051
15,0.5371997424895881
20,0.5459526899405626
25,0.5609497774652173
30,0.5506678044875143
35,0.5471247935565429
40,0.5619572288419681
45,0.5617425386864997
50,0.5552115310848341
55,0.5349984875079661
60,0.5402772858151148
65,0.5372232677659667
70,0.542049714225591
75,0.5251601843319782
80,0.533644467428923
85,0.5049215263902812
90,0.517007417172946
95,0.5029291464533038
100,0.50574985281881
