Number of Topics,Mallet
5,44.78100228309631
10,44.74770498275757
15,41.84307646751404
20,48.68073868751526
25,46.50859308242798
30,42.60214614868164
35,42.612067461013794
40,46.96413564682007
45,50.93197417259216
50,50.735732555389404
55,51.43354392051697
60,51.07885718345642
65,50.008370876312256
70,50.64807653427124
75,51.5074679851532
80,52.021554708480835
85,45.047574281692505
90,52.31963300704956
95,53.05687427520752
100,52.45199751853943
