Number of Topics,Mallet
5,0.49479688935490235
10,0.5305849901591536
15,0.5419346793271367
20,0.5410138546478322
25,0.555797752794537
30,0.5601656638577633
35,0.5481012096796866
40,0.560961167194769
45,0.5510759599510925
50,0.5473760763528821
55,0.5498086356113849
60,0.551094935343249
65,0.5343716021555207
70,0.5337674431685822
75,0.5263975995536063
80,0.5209724913615432
85,0.5062721236817851
90,0.5104208371795849
95,0.5084445884204808
100,0.5021243368059278
