Number of Topics,Mallet
5,39.215331077575684
10,40.435370445251465
15,42.56315755844116
20,40.76631426811218
25,41.992329120635986
30,42.73275423049927
35,42.00892925262451
40,43.49803376197815
45,44.76369094848633
50,45.027730226516724
55,45.11007022857666
60,44.73296093940735
65,47.4021430015564
70,48.033719062805176
75,50.134546518325806
80,50.35031461715698
85,51.036078453063965
90,56.330552101135254
95,50.75727725028992
100,49.59276723861694
