Number of Topics,Mallet
5,0.4679038585102667
10,0.5230460690556269
15,0.5495737172765424
20,0.560455027124101
25,0.5626674219276475
30,0.5571377681951002
35,0.5637181219391916
40,0.5554329539178042
45,0.5562429224697327
50,0.5480998781901416
55,0.5445700511171416
60,0.5418856514110859
65,0.5412804460986077
70,0.5427497159437509
75,0.5335784598872408
80,0.5139271109436925
85,0.5169600149143025
90,0.507320532522651
95,0.5048915663083968
100,0.5034269732808346
