Number of Topics,Mallet
5,39.36983823776245
10,40.3974883556366
15,40.53852963447571
20,41.83934283256531
25,41.64168643951416
30,43.000264167785645
35,44.22625660896301
40,43.01773524284363
45,44.65218544006348
50,42.97157263755798
55,44.86527347564697
60,45.39043951034546
65,44.52186965942383
70,49.093554973602295
75,51.092655420303345
80,50.230576038360596
85,50.91519117355347
90,51.0636248588562
95,50.55613350868225
100,47.36998105049133
