Number of Topics,Mallet
5,40.329641342163086
10,39.820131063461304
15,41.0137665271759
20,42.0435004234314
25,42.10795450210571
30,42.37876224517822
35,44.7702910900116
40,43.863433837890625
45,41.77444362640381
50,45.592432260513306
55,43.39188289642334
60,45.14559626579285
65,44.62969160079956
70,48.73266339302063
75,50.89114022254944
80,44.99007272720337
85,50.3308584690094
90,59.93415975570679
95,50.91580104827881
100,51.363176345825195
