seed,t40a25o0i1000,t40a25o100i1000,t40a25o200i1000,t40a50o0i1000,t40a50o100i1000,t40a50o200i1000
501142001,0.5788897127023171,0.5857980779479377,0.5899735273096288,0.5559175949589175,0.5649329169643481,0.5675283676305296
501247009,0.5720481968134145,0.569055262517816,0.5773955894859625,0.557541878139085,0.5682697014380043,0.5757142434127188
501349354,0.5594974846889039,0.5687695475711043,0.5731040426965442,0.5603980374384003,0.5629904480574149,0.5645550882475427
501455467,0.576341502801678,0.5781899138798668,0.5820011102555471,0.5635382709211525,0.5770695408531236,0.5766751682848916
501562775,0.569367044869064,0.5790920919241264,0.5787147031604398,0.5866674936332441,0.5905271408882803,0.5964680712794677
501668415,0.5729177136611436,0.5694285825183898,0.5740367168238698,0.5584374745029426,0.571828895078421,0.5704260385805198
501774357,0.5741886221978956,0.5736225311178285,0.5773251476996657,0.5539715753156169,0.5767657087785112,0.569989999047294
501880864,0.5651332926228011,0.5693261260416297,0.5758416178098889,0.5581695563225638,0.5799027127551137,0.5779160140009935
501986323,0.5697748361205436,0.5723143956473397,0.5742974728210166,0.5578679330623373,0.5574770260606086,0.570318884067549
502094005,0.5768094132729413,0.5767867373075805,0.5845340157433714,0.5725285545746163,0.5909853820100347,0.5794294831108973
502207596,0.5652936859894744,0.5710778382118329,0.5741127213368945,0.5642724760883915,0.5711261509622328,0.573555126456841
502313581,0.5674806426565203,0.5738123289938841,0.5770914750221009,0.5637150732985242,0.5645755986504687,0.5682788451397912
502420996,0.5651524978598246,0.5704307225513837,0.5686435302967088,0.5641020817860932,0.5807876458033148,0.577443294712314
502526839,0.5721677406766446,0.5822321071779425,0.5863977376675243,0.5680640392688225,0.5673781754727901,0.5710679401245548
502633900,0.5695019568216323,0.587271394159528,0.5908429165015688,0.5655337218870334,0.5845920029703533,0.5669663002051574
502743681,0.57179120123858,0.5789936228611862,0.5840034902646695,0.5634287334163318,0.5762535261919058,0.5764525485987885
502849934,0.5777083253100684,0.5767004882569298,0.5841344590482349,0.5611150649945295,0.5680632960081442,0.5709415234613003
502954881,0.5711543328435787,0.5746280960147712,0.5745763364647933,0.5670740255915704,0.5818514731517805,0.5747143260705251
503065297,0.5685991083007897,0.570086090840183,0.5742713114647584,0.5568370372217644,0.5858086361082708,0.5682418441307734
503175309,0.5730107925276038,0.5758436572348792,0.5797536847655278,0.5578582402613732,0.5679479487315469,0.5709005440853
503284607,0.5761141299262416,0.588720133114735,0.5813597777672266,0.5666279025128663,0.5751861965504487,0.5750379955473774
503391405,0.5772886883501556,0.5787614837770716,0.5865222903048426,0.5696047479962243,0.5840406500431984,0.5826278591509173
503500039,0.5635737033092194,0.5719223019838366,0.5720714054946583,0.5631918656938828,0.5767764200279769,0.5706713644435418
503606195,0.5794054300741239,0.580645156997205,0.5862155462951021,0.5610981689900647,0.5746881751254682,0.56639668956237
503710764,0.5640795730450898,0.5714656267465246,0.5728260632221934,0.559099343654461,0.5729654859322011,0.5698117846632894
503815344,0.5705551624476619,0.5852102816082287,0.578095141943811,0.568776277313457,0.5876233696729816,0.5836606172788364
503922691,0.5659010824958296,0.566661793022198,0.5654910133997071,0.5612499695743358,0.5664833491478195,0.5661974567548403
504032430,0.5641107464323831,0.572908598239829,0.5786333924558299,0.5641436564138484,0.5783051209717063,0.5655546534119994
504143546,0.5667822930632432,0.5708316026504011,0.5747426183702202,0.5683542667141263,0.5862863112522625,0.5794390988920253
504250115,0.5672931404968544,0.5830392419465896,0.5731711277200391,0.5575264877694185,0.5768510396932631,0.5759800252542705
