Number of Topics,Mallet
5,42.431785345077515
10,47.89597201347351
15,46.4662606716156
20,48.13810062408447
25,48.26388716697693
30,42.30588746070862
35,49.76256728172302
40,49.12011981010437
45,47.527547121047974
50,48.823105573654175
55,51.64074468612671
60,51.287904024124146
65,51.96518921852112
70,51.188661336898804
75,49.36358952522278
80,47.67321252822876
85,48.59544897079468
90,52.112361669540405
95,53.88918876647949
100,54.26037359237671
