Number of Topics,Mallet
5,0.41717127653173297
10,0.4531642259259243
15,0.46974399665390504
20,0.4779331479178426
25,0.480583985803683
30,0.4589675108554776
35,0.46657852657761134
40,0.46495540520172307
45,0.4611356511950945
50,0.4536135712733477
55,0.4482827755291132
60,0.4452931283047336
65,0.43859354781443505
70,0.44892227051547273
75,0.4406271183757072
80,0.4353152291643919
85,0.4309403211867312
90,0.4221663326709227
95,0.42469014728498167
100,0.42570628528850235
