Topic,1980 to 1980,1981 to 1981,1982 to 1982,1983 to 1983,1984 to 1984,1985 to 1985,1986 to 1986,1987 to 1987,1988 to 1988,1989 to 1989,1990 to 1990,1991 to 1991,1992 to 1992,1993 to 1993,1994 to 1994,1995 to 1995,1996 to 1996,1997 to 1997,1998 to 1998,1999 to 1999,2000 to 2000,2001 to 2001,2002 to 2002,2003 to 2003,2004 to 2004,2005 to 2005,2006 to 2006,2007 to 2007,2008 to 2008,2009 to 2009,2010 to 2010,2011 to 2011,2012 to 2012,2013 to 2013,2014 to 2014,2015 to 2015,2016 to 2016,2017 to 2017,2018 to 2018,2019 to 2019
30,2.34354370895596,3.7157754040343187,4.589136721641279,7.176981135632984,11.093217637595844,14.205385651022919,8.276672834146824,7.932582683351971,7.800034307700603,6.545563548333589,15.09379974784944,9.431894815851306,6.548575521798197,6.1764091359686555,11.120782037526942,11.897777803827772,9.245622610934,4.921457933368345,9.194278096363174,3.56261344128971,15.421057315816002,4.6833623028308375,7.91897508201711,6.388173083340554,4.9556366953228395,22.165714176540018,6.921277477885417,9.362455649030656,10.186280248143866,9.858357026882498,22.4180097568624,12.414784713006926,15.51226154386134,16.199833367466542,29.28117664151202,14.807000012685148,15.856756112715043,24.84097392102051,16.8637556484881,10.138141830178544
31,0.522433812119012,1.9651266931146263,2.080284584782966,2.736416960550687,8.266531585463548,7.9860741141473115,3.0524709142955766,4.126867104666478,3.310135915591228,2.818964788801936,4.065123114636368,4.125062070569355,2.707525434520571,2.8495763240953624,6.596711994637402,8.116390688493325,1.8307408885087033,2.763662239567228,3.0602500157531205,2.593846610173708,4.177035789560811,2.5877354792826783,1.9005383595500545,2.604996811189216,2.9296552556009527,4.968558824630071,6.421966044635757,2.737057491438793,3.212864783530102,4.872785374030025,13.309717519707478,7.4541207870562864,8.896266492432389,12.58787641047965,28.757907956417853,17.576820057691727,20.775621245501238,25.632744078396556,11.669507911370667,6.623702913004317
32,1.2697508796428316,1.682242331680001,0.9029770807768054,2.160867425220708,3.0404652929918616,4.0852588711500175,4.3407701089196955,3.451016216754174,1.8208314468094793,3.816291365219166,11.24674021471905,4.028515608252516,2.888725387144941,3.7717227263314372,5.198221584021249,8.098449485058804,7.310150355764975,4.16467292578546,8.943632219564412,5.396541057096515,16.295488194411174,6.175009405175538,15.06748752024449,8.66648907569565,6.657127642205176,17.565690172238213,9.514576613578221,10.777887342142236,16.73928569656156,13.315006648236508,34.30148847106893,21.238267458025057,16.336181161785383,16.5232309502761,44.077938406986064,28.788193020797745,19.409415683129037,34.36703154476719,25.471710864462356,15.391289483800556
33,1.0577921285783896,4.011674000375942,0.7063381942702609,6.232577155510976,16.188462409318596,15.408678715873469,8.087579122084408,7.732081408643583,6.772263669277383,7.628994113871432,17.037366743530384,6.083753525407774,5.501825062139115,10.285108795864371,6.548964716661781,11.968643364952062,7.55169083130488,5.949724179916564,8.000191406329952,7.4875524560564,11.302147869102564,6.140437351206664,2.8894934995756447,5.041524139874169,2.4655518352685015,11.99528050218802,6.187969674695883,4.960778632164851,9.624953956939413,8.32401769068498,18.97346857765279,5.93075424130913,10.60091418459176,11.901576713053961,27.010654053678483,13.455540268798318,15.784872275589926,34.999623605176325,18.017424560755188,11.835555789327955
34,0.7524319146656,0.5394024273118103,0.5643778883444204,1.3254539190413668,1.9687127305047591,2.2093704238802334,1.7746034970445603,1.8406700464500632,2.4531945772866255,3.6334361255568086,3.560312474985954,3.782874109124507,4.679270879265665,4.3070768712387055,6.742233583229693,7.930411575621514,8.642726227585724,8.76758346834026,11.605072933334583,10.309686606516722,26.694122210083787,10.635023187400636,13.090919093698815,19.167300362603786,15.147455830064473,31.76906614458254,16.330466730087714,22.537170517029363,24.636285109686227,28.90051985235297,58.294100520933384,36.210480065364585,46.492306741790735,43.82118102053642,89.53724947165529,46.857013027574396,46.6890336247666,84.54657483021634,55.04040576968784,37.749431858691075
35,4.655928628989131,1.85526952151469,1.3894949763399922,2.499329491506318,7.491908404788463,8.339914014362309,7.653672594825952,4.543507141972361,5.441637051766939,6.405315589003116,14.188639195527594,8.760607941202473,6.133299312615101,13.858431553457851,9.032530116529754,7.2206506689993795,9.972700660131265,15.6145977759465,25.34742424224132,18.486006134575547,23.063815056747096,12.489219964038705,20.27533887024546,18.300052971987018,10.316870251488044,43.741828122090055,18.803226235251554,34.46866144744763,28.087581070969772,34.865111981703535,73.10981925323252,39.94495628760274,38.85600308062795,39.568278908575095,97.55301198841559,50.43233736915216,46.427099319198234,83.96159722984007,56.58732267177394,37.32049717342885
36,0.519345754371473,1.882041066459803,0.5967231563307727,1.223783476901137,2.52079259131913,3.756376330985679,3.393848117776268,4.69450274482196,1.4864799456286282,3.7878579742233085,15.045692038532428,9.388553582186887,7.199593116266322,9.835250677753272,15.783686362809416,16.11800557394729,12.313004245070529,10.104921984737564,19.56901398234187,13.367409367753929,34.34150708013323,16.541778011662885,15.332330636402894,20.277042573757246,16.17110610206028,35.884441546405206,14.268651943422617,19.551412874542613,20.273635458921028,17.328075752597083,38.918308974881796,19.031161827027155,21.351984310034208,21.52166727720968,42.754769811394844,24.844013814623423,26.612557274523102,46.12509099063697,32.02247707739041,28.549442339430744
37,0.6728693917940975,0.9192153426797306,1.5898482882872194,1.7905009540427492,4.160856706854729,5.980444933707611,4.704485727135385,8.437216835202968,4.124596076032327,5.477543824638712,10.738321823111823,8.752067259329676,8.976497183850993,3.0375966219162285,8.48079559532636,7.022330894236256,8.006789646253072,8.753510582900285,6.069159148625747,7.978703590867781,18.81136178317016,5.457630309744236,5.203879940544778,6.540451525416256,5.217121441258833,17.765698922473117,8.727725570873973,11.199480388795948,12.221831651897057,12.369554188724294,34.061471119187885,17.263128519135588,20.473874641869422,23.437386000248694,28.270571543607552,17.94751447270231,24.20452491796094,30.743836296918193,22.56043299941181,15.217757243451091
38,0.8893219179987082,0.7457374606340349,0.7852025767065168,1.7053620748831142,3.0991527849477647,2.820850677456257,2.2447839999864216,4.482330247794449,1.9258630727930752,4.625416961169883,10.68992312739041,3.6081665599148747,3.8468618574385873,4.498651709612034,5.962588698861156,6.697828954793245,6.738585651367102,7.388483822091322,9.396482190379947,5.868887476698607,14.612770049940663,6.86177049527659,8.225155164615957,12.17834005283108,12.844189228107123,23.492391659520067,9.39874832084305,12.860380340074098,11.831048740531703,15.2690527830177,31.911784430850975,15.98374916117605,22.527545293357925,24.740934293174995,41.59881677966003,25.03491940242451,26.089607519216678,46.810187465398336,31.005157502454896,16.392249207176413
39,4.735850184387581,3.776023830982891,3.955097488377222,5.395584471741182,13.628441173327783,15.379622739097899,15.16930592196595,10.518561430640585,10.230030669608349,12.545725061897832,25.439826168891237,9.713623736614887,10.117694201202337,10.613921814930462,9.879976405950721,11.863187572992288,11.42955445367405,9.407158549605247,12.351645843658215,9.75747791728226,18.568067766803743,7.463038629730283,7.820292206564033,8.732980889140686,9.439592170784806,25.560259560064043,8.86317409651229,11.318853773010943,11.961211155983998,14.298383464977482,25.14166788887359,18.591925235010745,16.877186633807245,17.35813106048673,30.311471452863692,18.20825730442916,19.068292289279587,34.181353823775424,20.887044756114317,17.860297990788755
